Run,Bases,population,Super_Population_Code,HapMap_sample_ID,BAM
ERR243227,346213400,CEU,EUR,NA12043,
ERR243206,346236200,CEU,EUR,NA12043,
ERR244548,346257200,TSI,EUR,NA20790,
ERR242038,346275200,TSI,EUR,NA20544,
ERR240442,346279400,CHB,EAS,NA18625,
ERR242684,346319400,TSI,EUR,NA20790,
ERR244750,346328200,TSI,EUR,NA20803,
ERR241958,346349600,TSI,EUR,NA20544,
ERR240029,346368200,JPT,EAS,NA18948,
ERR243856,346372000,CEU,EUR,NA07357,
ERR243840,346392200,CEU,EUR,NA12828,
ERR240454,346407000,CHB,EAS,NA18625,
ERR242452,346493200,TSI,EUR,NA20510,
ERR243161,346496200,CEU,EUR,NA12828,
ERR243480,346515200,CEU,EUR,NA12144,
ERR242486,346516800,TSI,EUR,NA20803,
ERR242281,346531400,TSI,EUR,NA20772,
ERR244555,346533400,TSI,EUR,NA20509,
ERR243136,346555200,CEU,EUR,NA10851,
ERR242060,346596200,TSI,EUR,NA20528,
ERR244883,346648200,CEU,EUR,NA11931,
ERR244507,346729000,TSI,EUR,NA20783,
ERR244508,346792600,TSI,EUR,NA20790,
ERR243287,346813800,CEU,EUR,NA12828,
ERR242526,346827800,TSI,EUR,NA20803,
ERR243836,346861400,CEU,EUR,NA10851,
ERR243487,346876400,CEU,EUR,NA12287,
ERR239689,346901400,LWK,AFR,NA19439,
ERR243182,346940800,CEU,EUR,NA12828,
ERR240001,346944800,JPT,EAS,NA18951,
ERR241918,346990200,TSI,EUR,NA20544,
ERR239971,347004600,JPT,EAS,NA18951,
ERR241980,347072600,TSI,EUR,NA20528,
ERR243157,347184200,CEU,EUR,NA10851,
ERR240113,347241600,JPT,EAS,NA18945,
ERR241878,347246400,TSI,EUR,NA20544,
ERR244714,347262800,TSI,EUR,NA20508,
ERR243178,347265400,CEU,EUR,NA10851,
ERR242652,347299000,TSI,EUR,NA20510,
ERR240216,347311800,JPT,EAS,NA18965,
ERR242201,347324400,TSI,EUR,NA20772,
ERR240156,347326600,JPT,EAS,NA18965,
ERR242702,347326800,TSI,EUR,NA20538,
ERR244627,347333000,TSI,EUR,NA20783,
ERR243903,347342200,CEU,EUR,NA12828,
ERR243924,347349000,CEU,EUR,NA12828,
ERR243882,347386000,CEU,EUR,NA12828,
ERR243941,347424200,CEU,EUR,NA12828,
ERR244515,347438400,TSI,EUR,NA20509,
ERR240427,347468000,CHB,EAS,NA18614,
ERR239686,347473600,LWK,AFR,NA19439,
ERR242321,347551000,TSI,EUR,NA20772,
ERR244946,347588600,CEU,EUR,NA11931,
ERR244674,347618200,TSI,EUR,NA20508,
ERR239956,347619400,JPT,EAS,NA18951,
ERR239683,347665200,LWK,AFR,NA19439,
ERR243266,347717600,CEU,EUR,NA12828,
ERR243248,347738800,CEU,EUR,NA12043,
ERR241838,347755000,TSI,EUR,NA20544,
ERR240171,347779000,JPT,EAS,NA18965,
ERR241940,347798800,TSI,EUR,NA20528,
ERR243283,347807000,CEU,EUR,NA10851,
ERR243899,347817000,CEU,EUR,NA10851,
ERR244427,347822200,TSI,EUR,NA20783,
ERR243920,347853600,CEU,EUR,NA10851,
ERR242722,347930000,TSI,EUR,NA20783,
ERR240419,347937400,CHB,EAS,NA18614,
ERR244727,347989200,TSI,EUR,NA20538,
ERR244594,348008200,TSI,EUR,NA20508,
ERR241900,348009600,TSI,EUR,NA20528,
ERR242110,348010600,TSI,EUR,NA20515,
ERR242446,348059600,TSI,EUR,NA20803,
ERR242689,348061000,TSI,EUR,NA20508,
ERR246089,348074200,JPT,EAS,NA18956,
ERR242729,348125200,TSI,EUR,NA20509,
ERR242078,348132600,TSI,EUR,NA20544,
ERR239680,348156800,LWK,AFR,NA19439,
ERR244844,348252200,CEU,EUR,NA11931,
ERR242646,348259000,TSI,EUR,NA20803,
ERR246078,348277600,JPT,EAS,NA18956,
ERR243878,348280800,CEU,EUR,NA10851,
ERR243937,348286600,CEU,EUR,NA10851,
ERR244428,348290600,TSI,EUR,NA20790,
ERR243821,348296200,CEU,EUR,NA11931,
ERR244635,348296800,TSI,EUR,NA20509,
ERR244435,348297000,TSI,EUR,NA20509,
ERR240415,348299000,CHB,EAS,NA18614,
ERR243203,348299000,CEU,EUR,NA12828,
ERR239698,348307200,LWK,AFR,NA19439,
ERR244628,348309200,TSI,EUR,NA20790,
ERR240229,348321000,JPT,EAS,NA18973,
ERR241860,348331000,TSI,EUR,NA20528,
ERR239941,348384200,JPT,EAS,NA18951,
ERR242760,348421800,TSI,EUR,NA20783,
ERR242100,348467200,TSI,EUR,NA20528,
ERR244467,348494200,TSI,EUR,NA20783,
ERR240434,348510600,CHB,EAS,NA18625,
ERR240016,348513000,JPT,EAS,NA18951,
ERR240169,348520000,JPT,EAS,NA18973,
ERR241175,348528200,TSI,EUR,NA20783,
ERR243262,348536200,CEU,EUR,NA10851,
ERR240128,348559000,JPT,EAS,NA18945,
ERR240231,348648800,JPT,EAS,NA18965,
ERR243224,348707800,CEU,EUR,NA12828,
ERR240411,348794200,CHB,EAS,NA18614,
ERR239926,348829400,JPT,EAS,NA18951,
ERR244554,348858400,TSI,EUR,NA20508,
ERR244567,348929200,TSI,EUR,NA20538,
ERR244475,348932400,TSI,EUR,NA20509,
ERR241998,348935200,TSI,EUR,NA20544,
ERR240258,348944000,JPT,EAS,NA18956,
ERR243842,348968800,CEU,EUR,NA11931,
ERR242234,348976800,TSI,EUR,NA20531,
ERR240083,349009000,JPT,EAS,NA18945,
ERR241183,349092800,TSI,EUR,NA20509,
ERR244607,349101200,TSI,EUR,NA20538,
ERR246052,349110600,JPT,EAS,NA18956,
ERR242820,349125000,TSI,EUR,NA20585,
ERR242741,349133000,TSI,EUR,NA20538,
ERR244862,349140800,CEU,EUR,NA11931,
ERR243142,349195000,CEU,EUR,NA11931,
ERR241215,349213600,TSI,EUR,NA20783,
ERR244468,349234000,TSI,EUR,NA20790,
ERR244687,349251400,TSI,EUR,NA20538,
ERR240184,349253200,JPT,EAS,NA18973,
ERR242767,349279600,TSI,EUR,NA20509,
ERR243199,349372400,CEU,EUR,NA10851,
ERR244514,349395800,TSI,EUR,NA20508,
ERR242723,349404800,TSI,EUR,NA20790,
ERR242121,349430600,TSI,EUR,NA20772,
ERR241820,349444200,TSI,EUR,NA20528,
ERR242020,349452600,TSI,EUR,NA20528,
ERR240141,349465800,JPT,EAS,NA18965,
ERR241235,349502000,TSI,EUR,NA20538,
ERR240407,349529600,CHB,EAS,NA18614,
ERR240053,349545400,JPT,EAS,NA18945,
ERR239677,349546200,LWK,AFR,NA19439,
ERR240431,349581000,CHB,EAS,NA18614,
ERR241176,349581200,TSI,EUR,NA20790,
ERR242837,349581200,TSI,EUR,NA20783,
ERR241255,349634000,TSI,EUR,NA20783,
ERR243220,349650800,CEU,EUR,NA10851,
ERR243163,349652400,CEU,EUR,NA11931,
ERR240154,349662000,JPT,EAS,NA18973,
ERR244527,349664400,TSI,EUR,NA20538,
ERR241263,349688800,TSI,EUR,NA20509,
ERR239992,349711200,JPT,EAS,NA18942,
ERR242875,349716200,TSI,EUR,NA20783,
ERR246041,349728000,JPT,EAS,NA18956,
ERR241223,349730000,TSI,EUR,NA20509,
ERR243184,349738400,CEU,EUR,NA11931,
ERR239986,349773000,JPT,EAS,NA18951,
ERR239962,349791200,JPT,EAS,NA18942,
ERR242761,349822800,TSI,EUR,NA20790,
ERR239692,349845400,LWK,AFR,NA19439,
ERR241798,349902000,TSI,EUR,NA20544,
ERR242156,349926800,TSI,EUR,NA20533,
ERR241463,349944400,TSI,EUR,NA20509,
